"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Vane shear strength (kN/m^2)","Max torque angle (deg)","Penetration direction","Vane rotation rate (deg/s)","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments","Prefix","Principal","Suffix","Full Lithology","Simplified Lithology","Lithology Type","Degree of Consolidation","Lithology Subtype","Expanded Core Type","Latitude (DD)","Longitude (DD)","Water Depth (mbsl)"
334,"U1378","B",1,"H","2","W",81,2.31,2.284,10.489,17,"X","1","2011-04-05 06:12:10","AVS","SHLF3068171",23812601,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",1,"H","3","W",94,3.94,3.896,57.107,13,"X","1","2011-04-05 06:18:09","AVS","SHLF3068201",23814491,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",10,"H","4","W",70,86.42,86.42,55.942,16,"X","1","2011-04-05 06:19:47","AVS","SHLF3076721",23814961,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",12,"H","3","W",59,99.04,99.01,140.32,12,"X","1","2011-04-05 06:19:52","AVS","SHLF3079081",23814981,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",13,"H","4","W",70,107.2,107.173,120.274,16,"X","1","2011-04-05 06:20:09","AVS","SHLF3081371",23815061,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",14,"H","4","W",64,114.85,114.825,77.153,18,"X","1","2011-04-05 06:20:14","AVS","SHLF3082411",23815101,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",15,"H","3","W",60,119.25,119.237,111.417,24,"X","1","2011-04-05 06:20:30","AVS","SHLF3083611",23815161,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",16,"H","3","W",91,124.36,124.345,154.306,12,"X","1","2011-04-05 06:20:34","AVS","SHLF3084451",23815181,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",17,"X","2","W",55,129.85,129.186,42.655,13,"X","1","2011-04-05 06:20:46","AVS","SHLF3085871",23815221,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",18,"X","3","W",104,136.24,136.24,96.965,11,"X","1","2011-04-05 06:20:49","AVS","SHLF3086611",23815241,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",19,"X","2","W",32,143.66,143.649,73.423,24,"X","1","2011-04-05 06:20:59","AVS","SHLF3088001",23815281,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",2,"H","2","W",99,7.79,7.687,16.549,13,"X","1","2011-04-05 06:18:26","AVS","SHLF3068931",23814571,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",2,"H","3","W",95,9.25,9.087,20.745,17,"X","1","2011-04-05 06:18:28","AVS","SHLF3068961",23814591,"","sandy","silty clay","","sandy silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",20,"X","7","W",133,161.3,161.057,77.153,13,"X","1","2011-04-05 06:21:03","AVS","SHLF3090221",23815301,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",21,"X","3","W",7,163.53,163.5,28.67,16,"X","1","2011-04-05 06:21:18","AVS","SHLF3090521",23815351,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",4,"H","6","W",91,31.82,31.189,31.001,15,"X","1","2011-04-05 06:18:44","AVS","SHLF3070691",23814661,"","sandy","silty clay","","sandy silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",5,"H","4","W",136,39.66,39.356,50.347,12,"X","1","2011-04-05 06:18:46","AVS","SHLF3071541",23814691,"","sandy","silty clay","","sandy silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",6,"H","2","W",81,45.61,45.61,31.933,26,"X","1","2011-04-05 06:18:57","AVS","SHLF3072281",23814761,"","","sandy clay","","sandy clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",7,"H","3","W",20,56,56,59.904,12,"X","1","2011-04-05 06:19:03","AVS","SHLF3073181",23814791,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",8,"H","3","W",96,64.9,64.9,66.431,11,"X","1","2011-04-05 06:19:21","AVS","SHLF3074301",23814871,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1378","B",9,"H","3","W",112,75.92,75.815,47.783,13,"X","1","2011-04-05 06:19:26","AVS","SHLF3074921",23814891,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.59234666666667,-84.0773583333333,"521.86"
334,"U1379","C",1,"H","2","W",85,2.35,2.35,28.437,26,"X","1","2011-03-27 21:07:57","AVS","SHLF2937671",23080291,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",1,"H","3","W",130,4.3,4.3,34.264,10,"X","1","2011-03-27 21:08:00","AVS","SHLF2937701",23080301,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",1,"H","3","W",130,4.3,4.3,34.497,11,"X","1","2011-04-05 06:21:37","AVS","SHLF2937701",23815411,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",1,"H","4","W",89,5.39,5.39,26.805,19,"X","1","2011-03-27 21:08:02","AVS","SHLF2937731",23080311,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",12,"H","2","W",92,70.12,70.096,31.234,17,"X","1","2011-04-05 06:23:18","AVS","SHLF2946201",23815701,"","","clayey silt","","clayey silt","silt","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",14,"H","2","W",108,81.28,81.275,152.441,12,"X","1","2011-04-05 06:23:35","AVS","SHLF2948421",23815731,"","","clayey silt","","clayey silt","silt","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",15,"H","3","W",70,85.85,85.742,63.867,7,"X","1","2011-04-05 06:23:35","AVS","SHLF2949431",23815721,"","","clayey silt","","clayey silt","silt","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",16,"H","2","W",66,88.66,88.648,38.693,18,"X","1","2011-04-05 06:23:49","AVS","SHLF2950531",23815751,"","","sandy silt","","sandy silt","silt","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",16,"H","2","W",100,89,88.987,45.686,12,"X","1","2011-04-05 06:23:49","AVS","SHLF2950531",23815741,"","","sandy silt","","sandy silt","silt","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",2,"H","2","W",77,8.97,8.97,40.791,26,"X","1","2011-03-27 21:08:04","AVS","SHLF2938391",23080321,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",20,"X","2","W",71,112.91,112.91,16.083,19,"X","1","2011-04-05 06:24:00","AVS","SHLF2954111",23815761,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",21,"X","2","W",14,122.14,122.14,58.039,18,"X","1","2011-04-05 06:24:01","AVS","SHLF2954961",23815771,"","","sandy clay","","sandy clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",22,"X","2","W",89,131.54,131.514,76.92,13,"X","1","2011-04-05 06:24:19","AVS","SHLF2956281",23815781,"","","sandy silt","","sandy silt","silt","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",23,"X","2","W",79,142.39,142.39,68.995,15,"X","1","2011-04-05 06:24:19","AVS","SHLF2957791",23815791,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",24,"X","2","W",86,152.26,152.239,81.348,12,"X","1","2011-04-05 06:24:29","AVS","SHLF2958451",23815801,"","","silt","","silt","silt","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",25,"X","2","W",54,161.74,161.74,86.709,13,"X","1","2011-04-05 06:24:31","AVS","SHLF2959101",23815811,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",26,"X","2","W",127,172.27,172.27,50.581,2,"X","1","2011-04-05 06:24:45","AVS","SHLF2960451",23815841,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",27,"X","2","W",112,181.92,181.899,78.784,31,"X","1","2011-04-05 06:24:45","AVS","SHLF2961561",23815831,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",28,"X","7","W",77,197.68,197.248,92.304,10,"X","1","2011-04-05 06:25:01","AVS","SHLF2962861",23815851,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",29,"X","6","W",99,207.2,207.124,89.507,10,"X","1","2011-04-05 06:25:01","AVS","SHLF2964341",23815861,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",3,"H","2","W",86,18.56,18.475,48.949,12,"X","1","2011-03-27 21:08:06","AVS","SHLF2939281",23080331,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",30,"X","5","W",73,214.93,213.624,111.883,12,"X","1","2011-04-05 06:25:09","AVS","SHLF2966271",23815871,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",31,"X","5","W",83,223.33,223.2,108.62,12,"X","1","2011-04-05 06:25:10","AVS","SHLF2967671",23815881,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",32,"X","6","W",127,235.07,234.929,91.138,13,"X","1","2011-04-05 06:25:25","AVS","SHLF2969241",23815891,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",33,"X","5","W",73,242.83,242.769,96.965,15,"X","1","2011-04-05 06:25:28","AVS","SHLF2970311",23815911,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",34,"X","3","W",68,249.58,249.547,120.041,9,"X","1","2011-04-05 06:25:37","AVS","SHLF2971891",23816161,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",35,"X","2","W",92,258.12,258.091,94.168,15,"X","1","2011-04-05 06:25:41","AVS","SHLF2972551",23816241,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",36,"X","2","W",86,266.82,266.787,159.667,14,"X","1","2011-04-05 06:25:54","AVS","SHLF2973741",23816481,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",37,"X","2","W",65,277.45,277.405,228.661,20,"X","1","2011-04-05 06:25:56","AVS","SHLF2975181",23816581,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",38,"X","2","W",44,287.04,286.992,135.192,11,"X","1","2011-04-05 06:26:07","AVS","SHLF2975761",23816601,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",39,"X","2","W",20,296.6,296.6,114.214,10,"X","1","2011-04-05 06:26:09","AVS","SHLF2977401",23816611,"","","sandy clay","","sandy clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",4,"H","2","W",23,25.93,25.924,59.904,11,"X","1","2011-04-05 06:22:00","AVS","SHLF2940001",23815501,"","","sandy clay","","sandy clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",4,"H","2","W",23,25.93,25.924,58.972,14,"X","1","2011-03-27 21:08:08","AVS","SHLF2940001",23080341,"","","sandy clay","","sandy clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",40,"X","2","W",136,307.56,307.56,16.549,20,"X","1","2011-04-05 06:26:20","AVS","SHLF2978771",23816621,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",41,"X","2","W",127,317.27,317.27,26.339,10,"X","1","2011-04-05 06:26:22","AVS","SHLF2979901",23816631,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",43,"X","5","W",14,339.84,339.533,78.784,8,"X","1","2011-04-05 06:26:29","AVS","SHLF2983211",23816641,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",44,"X","5","W",24,349.44,349.104,62.468,22,"X","1","2011-04-05 06:18:08","AVS","SHLF2985091",23814471,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","XCB",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",5,"H","2","W",13,31.83,31.802,38.926,25,"X","1","2011-03-27 21:08:10","AVS","SHLF2940841",23080351,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",6,"H","2","W",30,38.3,37.988,80.183,13,"X","1","2011-03-27 21:08:12","AVS","SHLF2941431",23080361,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",7,"H","2","W",48,44.48,44.48,88.574,16,"X","1","2011-03-27 21:08:14","AVS","SHLF2942691",23080371,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",7,"H","2","W",48,44.48,44.48,89.273,14,"X","1","2011-04-05 06:22:52","AVS","SHLF2942691",23815651,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",8,"H","2","W",49,51.09,51.09,84.145,19,"X","1","2011-03-27 21:08:16","AVS","SHLF2943161",23080381,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1379","C",9,"H","2","W",42,57.42,57.404,108.154,12,"X","1","2011-04-05 06:23:15","AVS","SHLF2943821",23815691,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","APC",8.68100833333333,-84.03379,"128.36"
334,"U1381","A",10,"R","2","W",67,82.15,82.15,4.196,12,"X","1","2011-04-10 20:36:59","AVS","SHLF3165771",24149741,"","siliceous","calcareous ooze","","siliceous calcareous ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",11,"R","3","W",76,93.26,93.26,44.753,9,"X","1","2011-04-10 20:36:59","AVS","SHLF3166281",24149731,"","siliceous","calcareous ooze","","siliceous calcareous ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",3,"R","1","W",41,12.81,12.81,7.692,15,"X","1","2011-04-09 22:40:51","AVS","SHLF3161301",24099571,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",4,"R","1","W",34,22.64,22.64,16.782,19,"X","1","2011-04-10 20:37:01","AVS","SHLF3161761",24149751,"","","silty clay","","silty clay","clay","sedimentary","unconsolidated","clastic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",5,"R","3","W",89,35.79,35.79,36.828,12,"X","1","2011-04-10 20:37:01","AVS","SHLF3162231",24149761,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",6,"R","3","W",98,45.48,45.48,23.309,35,"X","1","2011-04-10 20:37:02","AVS","SHLF3162761",24149771,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",8,"R","4","W",99,66.19,66.19,11.888,18,"X","1","2011-04-10 20:37:03","AVS","SHLF3163911",24149781,"","siliceous","calcareous ooze","","siliceous calcareous ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
334,"U1381","A",9,"R","3","W",119,74.49,74.49,15.85,40,"X","1","2011-04-10 20:37:05","AVS","SHLF3164251",24149791,"","siliceous","calcareous ooze","","siliceous calcareous ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",8.42858333333333,-84.1578166666667,"2068.71"
340,"U1393","A",1,"H","4","W",15,3.68,3.629,3.03,4,"X","1","2012-03-07 21:15:42","AVS","SHLF3702531",31285761,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.71886,-62.0843233333333,"925.94"
340,"U1394","A",1,"H","1","W",42,0.42,0.416,6.293,31,"X","1","2012-03-09 12:32:35","AVS","SHLF3703861",31298661,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",1,"H","1","W",42,0.42,0.416,6.293,31,"X","1","2012-03-09 12:32:35","AVS","SHLF3703861",31298661,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",14,"X","1","W",33,110.73,110.73,28.068,11,"X","1","2012-03-11 21:12:38","AVS","SHLF3705901",31428001,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","XCB",16.6404316666667,-62.0380366666667,""
340,"U1394","A",17,"X","1","W",110,140.3,140.3,11.188,28,"X","1","2012-03-10 09:03:08","AVS","SHLF3706481",31347231,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","XCB",16.6404316666667,-62.0380366666667,""
340,"U1394","A",17,"X","1","W",110,140.3,140.3,11.188,28,"X","1","2012-03-10 09:03:08","AVS","SHLF3706481",31347231,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","XCB",16.6404316666667,-62.0380366666667,""
340,"U1394","A",2,"H","5","W",33,11.13,10.936,0.699,9,"X","1","2012-03-09 14:15:01","AVS","SHLF3704171",31309941,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",2,"H","6","W",95,13.25,12.992,97.665,27,"X","1","2012-03-09 14:26:56","AVS","SHLF3704201",31310241,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",2,"H","7","W",10,13.67,13.399,20.512,56,"X","1","2012-03-09 14:37:12","AVS","SHLF3704231",31312371,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",3,"H","1","W",28,14.58,14.58,14.218,30,"X","1","2012-03-09 16:30:23","AVS","SHLF3704381",31316311,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","A",3,"H","5","W",10,20.4,20.4,0.932,11,"X","1","2012-03-09 16:12:56","AVS","SHLF3704501",31315021,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.6404316666667,-62.0380366666667,""
340,"U1394","B",1,"H","1","W",112,1.12,1.112,13.053,17,"X","1","2012-03-12 09:24:02","AVS","SHLF3709231",31464351,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","3","W",58,3.58,3.554,12.121,34,"X","1","2012-03-11 20:30:53","AVS","SHLF3709291",31422111,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","4","W",80,5.3,5.261,37.761,18,"X","1","2012-03-11 19:41:30","AVS","SHLF3709321",31413171,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","4","W",22,4.72,4.685,6.293,11,"X","1","2012-03-11 19:41:30","AVS","SHLF3709321",31413161,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","5","W",71,6.71,6.661,50.814,22,"X","1","2012-03-11 19:41:33","AVS","SHLF3709351",31413181,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","6","W",13,7.53,7.475,40.091,18,"X","1","2012-03-11 18:33:34","AVS","SHLF3709381",31409781,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",1,"H","6","W",13,7.53,7.475,40.091,18,"X","1","2012-03-20 16:30:04","AVS","SHLF3709381",32765321,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",10,"H","2","W",101,75.01,74.994,81.815,14,"X","1","2012-03-12 08:37:01","AVS","SHLF3710851",31460441,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",11,"H","1","W",113,83.13,83.095,145.681,16,"X","1","2012-03-12 11:27:36","AVS","SHLF3711171",31472071,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",11,"H","4","W",103,87.55,87.38,13.053,19,"X","1","2012-03-12 11:30:49","AVS","SHLF3711261",31472231,"","volcaniclastic","mud","","volcaniclastic mud","mud","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",11,"H","5","W",85,88.87,88.66,4.429,18,"X","1","2012-03-12 10:44:38","AVS","SHLF3711291",31469851,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",12,"H","2","W",66,93.66,93.576,61.303,28,"X","1","2012-03-12 13:08:20","AVS","SHLF3711481",31481731,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",14,"H","6","W",39,117.89,117.864,21.211,13,"X","1","2012-03-12 16:55:50","AVS","SHLF3712421",31491581,"","volcaniclastic","sand","","volcaniclastic sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",15,"H","2","W",62,121.12,121.08,80.416,42,"X","1","2012-03-12 18:20:15","AVS","SHLF3712661",31504551,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",15,"H","6","W",38,126.9,126.753,15.617,15,"X","1","2012-03-12 18:12:38","AVS","SHLF3712781",31503711,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",16,"H","2","W",91,130.91,130.902,198.826,35,"X","1","2012-03-12 19:45:52","AVS","SHLF3713141",31509311,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",17,"H","1","W",125,135.95,135.903,16.549,16,"X","1","2012-03-12 21:50:12","AVS","SHLF3713411",31518061,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",17,"H","2","W",126,137.46,137.356,12.354,40,"X","1","2012-03-12 22:17:22","AVS","SHLF3713441",31520151,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",17,"H","3","W",75,138.45,138.309,66.664,22,"X","1","2012-03-12 22:32:05","AVS","SHLF3713471",31521311,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",17,"H","4","W",60,139.8,139.608,49.415,17,"X","1","2012-03-12 22:48:10","AVS","SHLF3713501",31522561,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",19,"H","1","W",23,153.93,153.93,13.752,26,"X","1","2012-03-13 03:01:17","AVS","SHLF3714351",31539241,"","","carbonate ooze","","carbonate ooze","ooze","sedimentary","unconsolidated","biogenic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",21,"H","1","W",130,174,174,14.452,22,"X","1","2012-03-13 05:51:44","AVS","SHLF3715421",31549541,"","calcareous","sand","","calcareous sand","sand","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
340,"U1394","B",21,"H","3","W",95,176.58,176.58,37.994,14,"X","1","2012-03-13 06:19:42","AVS","SHLF3715481",31550241,"","volcaniclastic","mud","","volcaniclastic mud","mud","sedimentary","unconsolidated","clastic","APC",16.640625,-62.0380316666667,"1114.16"
